id,actor_1,actor_2,actor_3,actor_4,actor_5
667520,Mirai Shida,Natsuki Hanae,Koichi Yamadera,Hiroaki Ogi,Minako Kotobuki
458302,Maleaume Paquin,Daniel Auteuil,Virginie Ledoyen,Ludivine Sagnier,Jonathan Zaccaï
424694,Rami Malek,Gwilym Lee,Ben Hardy,Joseph Mazzello,Lucy Boynton
962,Charlie Chaplin,Georgia Hale,Mack Swain,Tom Murray,Henry Bergman
11778,Robert De Niro,Christopher Walken,John Cazale,John Savage,Meryl Streep
205596,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech
523781,Charlie Plummer,Molly Parker,Walton Goggins,Andy García,Taylor Russell
11104,Brigitte Lin,Tony Leung Chiu-wai,Faye Wong,Takeshi Kaneshiro,Valerie Chow
140420,Kari Wahlgren,Jack Goldenberg,None,None,None
106646,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Kyle Chandler,Jon Bernthal
12104,Bob Geldof,Christine Hargreaves,James Laurenson,Eleanor David,Kevin McKeon
770,Vivien Leigh,Clark Gable,Olivia de Havilland,Leslie Howard,Hattie McDaniel
279,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow
548544,Carol Duarte,Julia Stockler,Fernanda Montenegro,Gregório Duvivier,Bárbara Santos
7508,Darsheel Safary,Aamir Khan,Tisca Chopra,Vipin Sharma,Tanay Chheda
20803,Aleksandr Demyanenko,Yuriy Yakovlev,Leonid Kuravlyov,Mikhail Pugovkin,Vladimir Etush
673,Daniel Radcliffe,Rupert Grint,Emma Watson,Julie Christie,Robbie Coltrane
28178,Richard Gere,Joan Allen,Sarah Roemer,Cary-Hiroyuki Tagawa,Erick Avari
508943,Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Saverio Raimondo,Maya Rudolph
25376,Ricardo Darín,Soledad Villamil,Pablo Rago,Javier Godino,Guillermo Francella
160885,Aldo Baglio,Giovanni Storti,Giacomo Poretti,Marina Massironi,None
3175,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Diana Körner
1091,Kurt Russell,Keith David,Wilford Brimley,T. K. Carter,David Clennon
20271,Marcello Mastroianni,Daniela Rocca,Stefania Sandrelli,Leopoldo Trieste,Odoardo Spadaro
524,Robert De Niro,Sharon Stone,Joe Pesci,James Woods,Don Rickles
29264,Silvia Pinal,Jacqueline Andere,José Baviera,Augusto Benedico,Luis Beristáin
110,Irène Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit,Frédérique Feder,Samuel Le Bihan
242828,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,Susumu Terajima,Toshie Negishi
13223,Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,Brian Haley
94047,Jang Dong-gun,Joe Odagiri,Fan Bingbing,Kim In-kwon,Lee Yeon-hee
556901,Scott Menville,Hynden Walch,Khary Payton,Tara Strong,Greg Cipes
213,Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,Leo G. Carroll
488623,Kang Ha-neul,Kim Moo-yul,Moon Sung-keun,Na Young-hee,Nam Myung-ryeol
1580,James Stewart,John Dall,Farley Granger,Cedric Hardwicke,Constance Collier
10238,Harriet Andersson,Ingrid Thulin,Kari Sylwan,Liv Ullmann,Erland Josephson
41050,Marcello Mastroianni,Jeanne Moreau,Monica Vitti,Bernhard Wicki,Rosy Mazzacurati
18438,Jung Jae-young,Jung Ryeo-won,Yang Mi-kyung,Lee Sang-hun,Jang So-yeon
1092,Joseph Cotten,Alida Valli,Trevor Howard,Paul Hörbiger,Ernst Deutsch
594634,Luna Wedler,Jannik Schümann,Luise Befort,Victoria Mayer,Stephan Kampwirth
359724,Christian Bale,Matt Damon,Jon Bernthal,Caitriona Balfe,Josh Lucas
38286,Aldo Baglio,Giovanni Storti,Giacomo Poretti,Marina Massironi,Carlo Croccolo
12761,Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Björk,Marianne Aminoff
48035,Birgitte Federspiel,Henrik Malberg,Emil Hass Christensen,Ejner Federspiel,Kirsten Andreasen
1578,Robert De Niro,Joe Pesci,Cathy Moriarty,Frank Vincent,Nicholas Colasanto
831405,Justin Hartley,Anson Mount,Laura Bailey,Janet Varney,Zach Callison
28971,Charlie Chaplin,Claire Bloom,Nigel Bruce,Buster Keaton,Sydney Chaplin
17295,Brahim Hadjadj,Jean Martin,Yacef Saadi,Samia Kerbash,Ugo Paletti
11658,Jang Dong-gun,Won Bin,Lee Eun-ju,Gong Hyung-jin,Park Jeong-Woo
522212,Michael B. Jordan,Brie Larson,Jamie Foxx,O'Shea Jackson Jr.,Rafe Spall
31411,Buster Keaton,Marceline Day,Harold Goodwin,Sidney Bracey,Harry Gribbon
10242,Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,Julie Allred
627,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,Kelly Macdonald
414419,Uma Thurman,Lucy Liu,Vivica A. Fox,Michael Madsen,Daryl Hannah
142061,Peter Weller,Ariel Winter,David Selby,Michael Emerson,Mark Valley
10404,Gong Li,Ma Jingwu,He Saifei,Cao Cuifen,Kong Lin
20453,Aamir Khan,R. Madhavan,Sharman Joshi,Kareena Kapoor Khan,Boman Irani
10515,Keiko Yokozawa,Mayumi Tanaka,Minori Terada,Kotoe Hatsui,Fujio Tokita
947,Peter O'Toole,Omar Sharif,Alec Guinness,Jack Hawkins,Anthony Quinn
438631,Timothée Chalamet,Rebecca Ferguson,Oscar Isaac,Josh Brolin,Stellan Skarsgård
15383,Lino Ventura,Paul Meurisse,Jean-Pierre Cassel,Simone Signoret,Claude Mann
602063,Takeru Satoh,Emi Takei,Mackenyu,Munetaka Aoki,Yu Aoi
24,Uma Thurman,Lucy Liu,Vivica A. Fox,Daryl Hannah,David Carradine
615453,Yanting Lü,Joseph,Mo Han,Hao Chen,Qi Lü
3083,James Stewart,Jean Arthur,Claude Rains,Edward Arnold,Guy Kibbee
530915,George MacKay,Dean-Charles Chapman,Mark Strong,Andrew Scott,Richard Madden
11010,Philippe Noiret,Massimo Troisi,Maria Grazia Cucinotta,Renato Scarpa,Linda Moretti
21334,Reza Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,Fereshte Sarabandi
775,Bleuette Bernon,Victor André,Henri Delannoy,Brunnet,Depierre
20722,Masami Nagasawa,None,None,None,None
316029,Hugh Jackman,Zac Efron,Michelle Williams,Rebecca Ferguson,Zendaya
149,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,Tesshou Genda,Hiroshi Ohtake
70,Hilary Swank,Clint Eastwood,Morgan Freeman,Jay Baruchel,Mike Colter
10728,Gösta Ekman,Emil Jannings,Camilla Horn,Frida Richard,Werner Fuetterer
946,Joan Fontaine,Louis Jourdan,Mady Christians,Marcel Journet,Art Smith
5925,Steve McQueen,James Garner,Richard Attenborough,James Donald,Charles Bronson
7857,Bruno Zanin,Armando Brancia,Pupella Maggio,Giuseppe Ianigro,Nando Orfei
726684,Anouck Hautbois,Benjamin Bollen,None,None,None
455714,Chutimon Chuengcharoensukying,Eisaya Hosuwan,Teeradon Supapunpinyo,Chanon Santinatornkul,Thaneth Warakulnukroh
862,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn
730840,Emile Hirsch,Lexi Medrano,Charlie Saxton,Kelsey Grammer,Alfred Molina
32085,Vincent Price,None,None,None,None
76,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Haymon Maria Buttinger
152532,Matthew McConaughey,Jared Leto,Jennifer Garner,Steve Zahn,Denis O'Hare
76203,Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o,Benedict Cumberbatch,Paul Dano
3777,Toshirō Mifune,Isuzu Yamada,Takashi Shimura,Akira Kubo,Hiroshi Tachikawa
491480,Maxwell Simba,Chiwetel Ejiofor,Aïssa Maïga,Lily Banda,Joseph Marcell
662,Davos Hanich,Hélène Chatelain,Jean Négroni,Jacques Ledoux,Jacques Branchu
30588,Charlie Chaplin,Mady Correll,Allison Roddan,Robert Lewis,Audrey Betz
640,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye
234,Werner Krauß,Conrad Veidt,Friedrich Fehér,Lil Dagover,Hans Heinrich von Twardowski
367412,Johnny Simmons,J.K. Simmons,Nate Lang,C.J. Vana,None
334533,Viggo Mortensen,Samantha Isler,Annalise Basso,Steve Zahn,George MacKay
183011,Justin Chambers,C. Thomas Howell,Michael B. Jordan,Kevin McKidd,Kevin Conroy
405,Anthony Quinn,Giulietta Masina,Richard Basehart,Aldo Silvani,Marcella Rovere
150540,Amy Poehler,Phyllis Smith,Bill Hader,Kaitlyn Dias,Richard Kind
579792,Cassandra Sánchez Navarro,Regina Blandón,Diana Bovio,Nicolasa Ortíz Monasterio,Isela Vega
829,Jack Nicholson,Faye Dunaway,Perry Lopez,John Hillerman,Diane Ladd
746957,Mauricio Ochmann,Esmeralda Pimentel,Tato Alexander,Moisés Arizmendi,Krizia Bajos
3034,Gene Wilder,Teri Garr,Marty Feldman,Peter Boyle,Cloris Leachman
223,Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce
14160,Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo
3870,Robert De Niro,Gérard Depardieu,Dominique Sanda,Stefania Sandrelli,Laura Betti
2011,Chiara Mastroianni,Danielle Darrieux,Catherine Deneuve,Simon Abkarian,Gabrielle Lopes Benites
745,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Donnie Wahlberg
331482,Saoirse Ronan,Florence Pugh,Emma Watson,Eliza Scanlen,Laura Dern
23160,Lars Rudolph,Peter Fitz,Hanna Schygulla,Alfréd Járai,Gyula Pauer
8290,Bourvil,Louis de Funès,Terry-Thomas,Claudio Brook,Mike Marshall
10997,Leslie Cheung,Zhang Fengyi,Gong Li,Jiang Wenli,Ge You
198,Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,Lionel Atwill
78,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh
9323,Atsuko Tanaka,Akio Otsuka,Iemasa Kayumi,Koichi Yamadera,Yutaka Nakano
81,Sumi Shimamoto,Ichirō Nagai,Gorō Naya,Yōji Matsuda,Yoshiko Sakakibara
33,Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett
60243,Leila Hatami,Payman Maadi,Shahab Hosseini,Sare Bayat,Sarina Farhadi
10674,Ming-Na Wen,Eddie Murphy,BD Wong,Miguel Ferrer,Harvey Fierstein
197,Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen
3112,Robert Mitchum,Shelley Winters,Lillian Gish,James Gleason,Evelyn Varden
83564,Tony Fucile,Krista Sheffler,Phil Sheridan,None,None
631,George O’Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,J. Farrell MacDonald
6977,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Kelly Macdonald
7984,Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,John Lynch,Corin Redgrave
25364,Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,Frank Cady
301,John Wayne,Dean Martin,Ricky Nelson,Angie Dickinson,Walter Brennan
16,Björk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey
369557,Ferdia Walsh-Peelo,Lucy Boynton,Maria Doyle Kennedy,Aidan Gillen,Jack Reynor
10386,Eli Marienthal,Jennifer Aniston,Harry Connick Jr.,Vin Diesel,James Gammon
185789,Justin Theroux,Naomi Watts,Laura Harring,Ann Miller,Robert Forster
1892,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels
934,Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,Pierre Grasset
827,Véra Clouzot,Simone Signoret,Jean Brochard,Pierre Larquey,Michel Serrault
671,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,Tom Felton
85,Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,Ronald Lacey
579245,Vincent Cassel,Reda Kateb,Hélène Vincent,Bryan Mialoundama,Alban Ivanov
56231,Gian Maria Volonté,Mariangela Melato,Salvo Randone,Gino Pernice,Luigi Diberti
1646,Hilary Swank,Scott Glenn,Imelda Staunton,Patrick Dempsey,Mario
118340,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper
194,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,Serge Merlin
430424,Nahuel Pérez Biscayart,Albert Dupontel,Laurent Lafitte,Niels Arestrup,Émilie Dequenne
404378,Luke Treadaway,Ruta Gedmintas,Joanne Froggatt,Anthony Stewart Head,Caroline Goodall
122906,Domhnall Gleeson,Rachel McAdams,Bill Nighy,Tom Hollander,Margot Robbie
379170,Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Mark Gatiss
679,Sigourney Weaver,Carrie Henn,Michael Biehn,Paul Reiser,Lance Henriksen
16804,Masahiro Motoki,Ryoko Hirosue,Tsutomu Yamazaki,Kazuko Yoshiyuki,Kimiko Yo
1402,Will Smith,Jaden Smith,Thandiwe Newton,Brian Howe,James Karen
329,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck
539517,Matt Ryan,Robin Atkin Downes,Laura Bailey,Rachel Kimsey,Jim Meskimen
435129,Saara Chaudry,Soma Bhatia,Laara Sadiq,Shaista Latif,Ali Badshah
1675,Jacqueline Bisset,Jean-Pierre Léaud,Jean-Pierre Aumont,Valentina Cortese,Dani
804,Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,Harcourt Williams
2721,Yves Montand,Irene Papas,Jean-Louis Trintignant,Jacques Perrin,Charles Denner
381341,Valerio Mastandrea,Kasia Smutniak,Marco Giallini,Alba Rohrwacher,Anna Foglietta
13398,Aya Okamoto,Yoshiaki Umegaki,Toru Emori,Satomi Korogi,Mamiko Noto
566525,Simu Liu,Tony Leung Chiu-wai,Awkwafina,Meng'er Zhang,Fala Chen
323272,Karen Abercrombie,Priscilla C. Shirer,T.C. Stallings,Tenae Downing,Alena Pitts
24167,Sophia Loren,Jean-Paul Belmondo,Raf Vallone,Eleonora Brown,Carlo Ninchi
22843,Megumi Ogata,Megumi Hayashibara,Yuko Miyamura,Maaya Sakamoto,Kotono Mitsuishi
752,Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt
11830,Tsutomu Yamazaki,Nobuko Miyamoto,Ken Watanabe,Koji Yakusho,Rikiya Yasuoka
949,Al Pacino,Robert De Niro,Val Kilmer,Tom Sizemore,Diane Venora
25538,Kelly Lee,Elaine Jin,Jonathan Chang,Shu-shen Hsiao,Issey Ogata
5544,Emmanuelle Riva,Eiji Okada,Stella Dassas,Bernard Fresson,None
5511,Alain Delon,François Périer,Nathalie Delon,Cathy Rosier,Catherine Jourdan
31442,Nikolay Burlyaev,Valentin Zubkov,Nikolay Grinko,Yevgeni Zharikov,Valentina Malyavina
6715,Brad Renfro,Joseph Mazzello,Annabella Sciorra,Nicky Katt,Diana Scarwid
317442,Junko Takeuchi,Nana Mizuki,Jun Fukuyama,Chie Nakamura,Showtaro Morikubo
37797,Yoko Honna,Issey Takahashi,Takashi Tachibana,Shigeru Muroi,Shigeru Tsuyuguchi
446159,Bárbara Colen,Udo Kier,Sônia Braga,Thomas Aquino,Silvero Pereira
3078,Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas
1394,Oleg Yankovskiy,Erland Josephson,Domiziana Giordano,Patrizia Terreno,Laura De Marchi
113833,Mark Ruffalo,Jim Parsons,Matt Bomer,Julia Roberts,Jonathan Groff
593,Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,Nikolay Grinko
672322,Takeru Satoh,Kasumi Arimura,Issey Takahashi,Nijiro Murakami,Masanobu Ando
210577,Ben Affleck,Rosamund Pike,Kim Dickens,Carrie Coon,Neil Patrick Harris
275,Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,John Carroll Lynch
303867,Winona Mae,Sara Cushman,None,None,None
266856,Eddie Redmayne,Felicity Jones,Charlie Cox,Emily Watson,Simon McBurney
47796,Anna Magnani,Ettore Garofolo,Franco Citti,Silvana Corsini,Luisa Loiano
833,Carlo Battisti,Maria Pia Casilio,Lina Gennari,Elena Rea,Memmo Carotenuto
11036,Rachel McAdams,Ryan Gosling,Gena Rowlands,James Garner,Sam Shepard
31056,Grażyna Szapołowska,Olaf Lubaszenko,Stefania Iwińska,Piotr Machalica,Artur Barciś
11953,Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Jinpachi Nezu,Hideji Ôtaki
399566,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,Shun Oguri
24480,Tony Fucile,Lori Richardson,None,None,None
564427,Mônica Martelli,Paulo Gustavo,Marcos Palmeira,Fiorella Mattheis,Gabriel Braga Nunes
506574,Dove Cameron,Cameron Boyce,Sofia Carson,Booboo Stewart,Mitchell Hope
398924,Dorian Le Clech,Batyste Fleurial,Patrick Bruel,Elsa Zylberstein,Christian Clavier
391,Clint Eastwood,Marianne Koch,Gian Maria Volonté,Wolfgang Lukschy,Sieghardt Rupp
11293,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,Jessie Lee Fulton
10774,Faye Dunaway,Peter Finch,William Holden,Robert Duvall,Beatrice Straight
505192,Lily Franky,Sakura Ando,Mayu Matsuoka,Kairi Jyo,Miyu Sasaki
5924,Steve McQueen,Dustin Hoffman,Victor Jory,Don Gordon,Anthony Zerbe
293299,Stephen Apostolina,Kirk Baily,Ben Bledsoe,David Cowgill,Fuschia!
29455,Gunnar Björnstrand,Ingrid Thulin,Gunnel Lindblom,Max von Sydow,Allan Edwall
32480,Alberto Sordi,Paolo Stoppa,Caroline Berg,Riccardo Billi,Flavio Bucci
393,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,Gordon Liu Chia-Hui
235,Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland
296096,Emilia Clarke,Sam Claflin,Janet McTeer,Charles Dance,Brendan Coyle
677638,Eric Edelstein,Bobby Moynihan,Demetri Martin,Marc Evan Jackson,Keith Ferguson
33320,Miyoko Shoji,Mami Koyama,Fumiko Orikasa,Showko Tsuda,Shozo Iizuka
736073,Jensen Ackles,Josh Duhamel,Naya Rivera,Billy Burke,Titus Welliver
313369,Ryan Gosling,Emma Stone,John Legend,Rosemarie DeWitt,J.K. Simmons
11049,Romanthony,Thomas Bangalter,Guy-Manuel de Homem-Christo,Todd Edwards,DJ Sneak
5000,Brigitte Fossey,Georges Poujouly,Philippe de Chérisey,Laurence Badie,Suzanne Courtal
2440,Lee Byung-hun,Song Kang-ho,Lee Young-ae,Kim Tae-woo,Shin Ha-kyun
399174,Bryan Cranston,Koyu Rankin,Bob Balaban,Edward Norton,Bill Murray
25253,Lino Ventura,Bernard Blier,Francis Blanche,Claude Rich,Pierre Bertin
152601,Joaquin Phoenix,Scarlett Johansson,Amy Adams,Rooney Mara,Olivia Wilde
359156,Luca Marinelli,Alessandro Borghi,Silvia D'Amico,Roberta Mattei,Alessandro Bernardini
597,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Frances Fisher
980,Henry Fonda,Dana Andrews,Mary Beth Hughes,Anthony Quinn,Jane Darwell
152742,Geoffrey Rush,Jim Sturgess,Sylvia Hoeks,Donald Sutherland,Maximilian Dirr
445030,Yoko Hikasa,Ai Kayano,Yoshitsugu Matsuoka,Kazuyuki Okitsu,Ryota Takeuchi
31011,Jared Leto,Sarah Polley,Diane Kruger,Linh Đan Phạm,Rhys Ifans
20139,Audrey Hepburn,Shirley MacLaine,James Garner,Miriam Hopkins,Fay Bainter
609242,Guillermo Francella,Diego Peretti,Luis Luque,Pablo Rago,Rafael Ferro
613868,Paulo Sousa,Juliana Zancanaro,Denis Camargo,Eduarda Esteves,Carmem Lutcha
583083,Joey King,Jacob Elordi,Joel Courtney,Molly Ringwald,Taylor Zakhar Perez
25606,Paolo Villaggio,Anna Mazzamauro,Gigi Reder,Giuseppe Anatrelli,Umberto D'Orsi
93,James Stewart,Lee Remick,Ben Gazzara,Arthur O'Connell,Eve Arden
546554,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,Michael Shannon
265195,Ricardo Darín,Leonardo Sbaraglia,Érica Rivas,Oscar Martínez,Rita Cortese
6075,Al Pacino,Sean Penn,Penelope Ann Miller,Luis Guzmán,James Rebhorn
115,Jeff Bridges,John Goodman,Steve Buscemi,Julianne Moore,Philip Seymour Hoffman
596,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon
348892,Salman Khan,Kareena Kapoor Khan,Harshaali Malthotra,Nawazuddin Siddiqui,Rajesh Sharma
24238,Toni Collette,Philip Seymour Hoffman,Eric Bana,Barry Humphries,Bethany Whitmore
14574,Asa Butterfield,Jack Scanlon,Vera Farmiga,David Thewlis,Rupert Friend
47931,Wagner Moura,Irandhir Santos,André Ramiro,Pedro Van-Held,Maria Ribeiro
22596,Harold Lloyd,Mildred Davis,Noah Young,Westcott Clarke,Roy Brooks
581,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Floyd Red Crow Westerman
352173,Ajay Devgn,Tabu,Shriya Saran,Rajat Kapoor,Ishita Dutta
71157,Frédéric Pierrot,JoeyStarr,Nicolas Duvauchelle,Karin Viard,Naidra Ayadi
11656,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,Axel Düberg
10757,Amitabh Bachchan,Jaya Bachchan,Shah Rukh Khan,Kajol,Hrithik Roshan
453,Russell Crowe,Jennifer Connelly,Ed Harris,Paul Bettany,Christopher Plummer
144,Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,Peter Falk
113,Oh Yeong-su,Kim Young-min,Seo Jae-kyeong,Ha Yeo-jin,Kim Jong-ho
573699,Zhang Zhe,Yang Tianxiang,Tang Xiaoxi,Liu Ziling,Zhang Yaohan
200727,Lily Collins,Sam Claflin,Christian Cooke,Tamsin Egerton,Suki Waterhouse
20123,Davor Dujmović,Borivoje Todorović,Ljubica Adzovic,Husnija Hasimovic,Sinolička Trpkova
1626,Anna Karina,Sady Rebbot,Guylaine Schlumberger,Gérard Hoffman,Monique Messine
396,Elizabeth Taylor,Richard Burton,George Segal,Sandy Dennis,None
1018,Naomi Watts,Laura Harring,Justin Theroux,Ann Miller,Robert Forster
656563,Danilo Mesquita,Giovanna Lancellotti,Jaffar Bambirra,Lellêzinha,Ernani Moraes
22683,Cuba Gooding Jr.,Kimberly Elise,Aunjanue Ellis,Harron Atkins,Ele Bardha
777,Jean Gabin,Dita Parlo,Pierre Fresnay,Erich von Stroheim,Georges Péclet
81401,János Derzsi,Erika Bók,Mihály Kormos,Ricsi,Lajos Kovács
20334,Margaret Sullavan,James Stewart,Frank Morgan,Joseph Schildkraut,Sara Haden
5991,Emil Jannings,Maly Delschaft,Max Hiller,Hans Unterkircher,Hermann Vallentin
9479,Chris Sarandon,Catherine O'Hara,Ken Page,William Hickey,Glenn Shadix
59440,Joel Edgerton,Tom Hardy,Jennifer Morrison,Frank Grillo,Nick Nolte
11602,Harriet Andersson,Gunnar Björnstrand,Max von Sydow,Lars Passgård,None
1908,Spencer Tracy,Fredric March,Gene Kelly,Dick York,Donna Anderson
423612,Tom Schilling,Sebastian Koch,Paula Beer,Saskia Rosendahl,Oliver Masucci
613,Bruno Ganz,Alexandra Maria Lara,Corinna Harfouch,Ulrich Matthes,Juliane Köhler
710356,Jacob Elordi,Adan Canto,Tiera Skovbye,Radha Mitchell,Kari Matchett
336804,Güneş Nezihe Şensoy,Doğa Zeynep Doğuşlu,Elit İşcan,Tuğba Sunguroğlu,Ilayda Akdoğan
16859,Minami Takayama,Rei Sakuma,Kappei Yamaguchi,Keiko Toda,Mieko Nobusawa
29845,Peter Falk,Gena Rowlands,Fred Draper,Lady Rowlands,Katherine Cassavetes
20126,David Hemmings,Daria Nicolodi,Gabriele Lavia,Macha Méril,Eros Pagni
5915,Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker
826,William Holden,Alec Guinness,Jack Hawkins,Sessue Hayakawa,James Donald
17483,Brad Rowe,Trevor Wright,Tricia Pierce,Tina Holmes,Jackson Wurth
1162,Anne Bancroft,Patty Duke,Victor Jory,Inga Swenson,Andrew Prine
887,Myrna Loy,Fredric March,Dana Andrews,Teresa Wright,Virginia Mayo
136,Harry Earles,Olga Baclanova,Daisy Earles,Henry Victor,Wallace Ford
58129,Hilda Borgström,Tore Svennberg,Astrid Holm,Concordia Selander,Lisa Lundholm
43949,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,John Mahoney
5961,Bertil Guve,Pernilla Allwin,Allan Edwall,Ewa Fröling,Erland Josephson
502,Henry Fonda,Walter Matthau,Fritz Weaver,Larry Hagman,Frank Overton
419478,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Quinn Shephard,Ken Tremblett
805,Mia Farrow,Ruth Gordon,Sidney Blackmer,Maurice Evans,Ralph Bellamy
21135,Alain Delon,Monica Vitti,Francisco Rabal,Lilla Brignone,Rossana Rory
665,Charlton Heston,Haya Harareet,Stephen Boyd,Martha Scott,Cathy O'Donnell
637649,Jason Statham,Holt McCallany,Josh Hartnett,Eddie Marsan,Darrell D'Silva
375794,Omar Chaparro,Martha Higareda,Fernanda Castillo,Carla Adell,Regina Pavón
30959,Michiyo Aratama,Misako Watanabe,Rentaro Mikuni,Kenjirō Ishiyama,Ranko Akagi
13042,None,None,None,None,None
169813,Brie Larson,John Gallagher Jr.,Kaitlyn Dever,Rami Malek,Lakeith Stanfield
1280,Lee Seung-yeon,Jae Hee,Kwon Hyuk-ho,Ju Jin-mo,Choi Jeong-ho
142,Heath Ledger,Jake Gyllenhaal,Michelle Williams,Anne Hathaway,Randy Quaid
12,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett
393729,Oulaya Amamra,Déborah Lukumuena,Kévin Mischel,Jisca Kalvanda,Yasin Houicha
314365,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery
503314,Masako Nozawa,Aya Hisakawa,Ryou Horikawa,Toshio Furukawa,Takeshi Kusao
